County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd,Location,ClientLocator,SiteID
King,Hicklin Lake,L51490-1,9,08/10/2010,Anatoxin-a,<MDL,0.019,No,Yes,,,35
King,Hicklin Lake,L51490-1,9,08/10/2010,Microcystin,2.660,0.050,No,Yes,,,35
King,Hicklin Lake,L51272-1,9,07/14/2010,Anatoxin-a,<MDL,0.019,No,Yes,,,35
King,Hicklin Lake,L51272-1,9,07/14/2010,Microcystin,0.741,0.050,No,Yes,,,35
King,Hicklin Lake,L51101-1,9,06/22/2010,Anatoxin-a,<MDL,0.019,No,Yes,,,35
King,Hicklin Lake,L51101-1,9,06/22/2010,Microcystin,0.330,0.050,No,Yes,,,35
King,Hicklin Lake,L51025-2,9,06/08/2010,Anatoxin-a,<MDL,0.047,No,No,,,35
King,Hicklin Lake,L51025-1,9,06/08/2010,Anatoxin-a,<MDL,0.047,No,No,,,35
King,Hicklin Lake,L51025-1,9,06/08/2010,Microcystin,0.896,0.050,No,No,,,35
King,Hicklin Lake,L51025-2,9,06/08/2010,Microcystin,0.851,0.050,No,No,,,35
King,Hicklin Lake,L49649-1,9,11/16/2009,Microcystin,0.220,0.050,No,No,,,35
King,Hicklin Lake,L49577-1,9,11/03/2009,Microcystin,0.327,0.050,No,No,,,35
King,Hicklin Lake,L49362-1,9,10/13/2009,Anatoxin-a,<MDL,0.038,No,No,,,35
King,Hicklin Lake,L49362-1,9,10/13/2009,Microcystin,182.000,0.050,Yes,No,,,35
King,Hicklin Lake,L49229-1,9,09/30/2009,Anatoxin-a,<MDL,0.038,No,No,,,35
King,Hicklin Lake,L49229-1,9,09/30/2009,Microcystin,324.000,0.050,Yes,No,,,35
King,Hicklin Lake,L49046-1,9,09/10/2009,Microcystin,21.600,0.050,Yes,No,,,35
King,Hicklin Lake,L48970-1,9,09/01/2009,Microcystin,19.300,0.050,Yes,No,,,35
King,Hicklin Lake,L48912-1,9,08/20/2009,Anatoxin-a,<MDL,0.038,No,No,,,35
King,Hicklin Lake,L48912-1,9,08/20/2009,Microcystin,8.050,0.050,Yes,No,,,35
King,Hicklin Lake,L48645-1,9,07/22/2009,Anatoxin-a,<MDL,0.038,No,No,,,35
King,Hicklin Lake,L48645-1,9,07/22/2009,Microcystin,0.072,0.050,No,No,,,35
King,Hicklin Lake,L46339-1,9,08/18/2008,Microcystin,4.160,0.050,No,No,,,35
King,Hicklin Lake,L46239-1,9,08/04/2008,Microcystin,0.921,0.050,No,No,,,35
King,Hicklin Lake,L43681-1,9,08/27/2007,Microcystin,0.734,0.050,No,No,,,35
King,Hicklin Lake,L43624-1,9,08/21/2007,Microcystin,2.080,0.050,No,No,,,35
King,Hicklin Lake,L43536-1,9,08/14/2007,Microcystin,1.920,0.050,No,No,,,35
King,Hicklin Lake,L43526-1,9,08/07/2007,Microcystin,2.340,0.050,No,No,,,35
King,I-90 Pond,L53677-1,,07/13/2011,Anatoxin-a,<MDL,0.019,No,Yes,,,151
King,I-90 Pond,L53677-1,,07/13/2011,Microcystin,0.053,0.050,No,Yes,,,151
King,Lake Jeane,L80303-3,10,10/03/2022,Anatoxin-a,<MDL,0.010,No,Yes,OFF LAKE JEANE BEACHES, RESIDENCE HOME,JEANKING041_22_353,41
King,Lake Jeane,L80303-3,10,10/03/2022,Microcystin,<MDL,0.150,No,Yes,OFF LAKE JEANE BEACHES, RESIDENCE HOME,JEANKING041_22_353,41
King,Lake Jeane,L79813-2,10,08/02/2022,Anatoxin-a,<MDL,0.010,No,Yes,OFF LAKE JEANE BEACHES, RESIDENCE HOME,JEANKING041_22_150,41
King,Lake Jeane,L79813-2,10,08/02/2022,Microcystin,<MDL,0.150,No,Yes,OFF LAKE JEANE BEACHES, RESIDENCE HOME,JEANKING041_22_150,41
King,Lake Jeane,L77805-2,10,09/20/2021,Anatoxin-a,<MDL,0.010,No,Yes,Lake Jeane beach out 15' @ 47,31233,-122.38147,JEANKING041_21_415,41
King,Lake Jeane,L77805-2,10,09/20/2021,Microcystin,458.000,0.150,Yes,Yes,Lake Jeane beach out 15' @ 47,31233,-122.38147,JEANKING041_21_415,41
King,Lake Jeane,L73162-2,10,08/26/2019,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041_19_197,41
King,Lake Jeane,L73162-2,10,08/26/2019,Microcystin,0.493,0.150,No,No,,JEANKING041_19_197,41
King,Lake Jeane,L72999-1,10,08/07/2019,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_19_132,41
King,Lake Jeane,L72999-1,10,08/07/2019,Microcystin,<MDL,0.150,No,Yes,,JEANKING041_19_132,41
King,Lake Jeane,L70903-2,10,09/07/2018,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_18_221,41
King,Lake Jeane,L70903-1,10,09/07/2018,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_18_220,41
King,Lake Jeane,L70903-2,10,09/07/2018,Cylindrospermopsin,<MDL,0.025,No,Yes,,JEANKING041_18_221,41
King,Lake Jeane,L70903-1,10,09/07/2018,Cylindrospermopsin,<MDL,0.025,No,Yes,,JEANKING041_18_220,41
King,Lake Jeane,L70903-2,10,09/07/2018,Microcystin,6.220,0.150,No,Yes,,JEANKING041_18_221,41
King,Lake Jeane,L70903-1,10,09/07/2018,Microcystin,2.660,0.150,No,Yes,,JEANKING041_18_220,41
King,Lake Jeane,L70903-2,10,09/07/2018,Saxitoxin,0.429,0.020,No,Yes,,JEANKING041_18_221,41
King,Lake Jeane,L70903-1,10,09/07/2018,Saxitoxin,0.189,0.020,No,Yes,,JEANKING041_18_220,41
King,Lake Jeane,L68895-2,10,10/23/2017,Microcystin,<MDL,0.150,No,No,,JEANKING041_17_318,41
King,Lake Jeane,L68603-1,10,09/11/2017,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_17_225,41
King,Lake Jeane,L68603-1,10,09/11/2017,Microcystin,1170.000,0.150,Yes,Yes,,JEANKING041_17_225,41
King,Lake Jeane,L68320-2,10,08/01/2017,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041_17_151,41
King,Lake Jeane,L68320-2,10,08/01/2017,Microcystin,1.450,0.150,No,No,,JEANKING041_17_151,41
King,Lake Jeane,L66291-1,10,09/28/2016,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_16_265,41
King,Lake Jeane,L66291-1,10,09/28/2016,Microcystin,<MDL,0.160,No,Yes,,JEANKING041_16_265,41
King,Lake Jeane,L66233-3,10,09/21/2016,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041_16_229,41
King,Lake Jeane,L66233-3,10,09/21/2016,Microcystin,0.300,0.160,No,No,,JEANKING041_16_229,41
King,Lake Jeane,L66172-2,10,09/14/2016,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041_16_213,41
King,Lake Jeane,L66172-2,10,09/14/2016,Microcystin,<MDL,0.160,No,No,,JEANKING041_16_213,41
King,Lake Jeane,L66135-2,10,09/07/2016,Anatoxin-a,<MDL,0.010,No,No,,JeanKing041_16_199,41
King,Lake Jeane,L66135-2,10,09/07/2016,Microcystin,0.760,0.200,No,No,,JeanKing041_16_199,41
King,Lake Jeane,L66091-3,10,08/31/2016,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041_16_192,41
King,Lake Jeane,L66091-3,10,08/31/2016,Microcystin,0.210,0.200,No,No,,JEANKING041_16_192,41
King,Lake Jeane,L66036-1,10,08/24/2016,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041-16_171,41
King,Lake Jeane,L66036-1,10,08/24/2016,Microcystin,<MDL,0.200,No,No,,JEANKING041-16_171,41
King,Lake Jeane,L65998-1,10,08/17/2016,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041-16_162,41
King,Lake Jeane,L65998-1,10,08/17/2016,Cylindrospermopsin,<MDL,0.100,No,No,,JEANKING041-16_162,41
King,Lake Jeane,L65998-1,10,08/17/2016,Microcystin,0.810,0.200,No,No,,JEANKING041-16_162,41
King,Lake Jeane,L65998-1,10,08/17/2016,Saxitoxin,<MDL,0.020,No,No,,JEANKING041-16_162,41
King,Lake Jeane,L65954-1,10,08/10/2016,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041_16_143,41
King,Lake Jeane,L65954-1,10,08/10/2016,Microcystin,<MDL,0.200,No,No,,JEANKING041_16_143,41
King,Lake Jeane,L65901-7,10,08/04/2016,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_16_132,41
King,Lake Jeane,L65901-7,10,08/04/2016,Microcystin,0.265,0.200,No,Yes,,JEANKING041_16_132,41
King,Lake Jeane,L65754-6,10,07/12/2016,Anatoxin-a,N/A,0.010,No,Yes,,JEANKING041_16_092,41
King,Lake Jeane,L65754-6,10,07/12/2016,Microcystin,0.461,0.200,No,Yes,,JEANKING041_16_092,41
King,Lake Jeane,L65596-1,10,06/12/2016,Anatoxin-a,NA,0.010,No,Yes,,JEANKING041_16_078,41
King,Lake Jeane,L65596-1,10,06/12/2016,Microcystin,0.218,0.200,No,Yes,,JEANKING041_16_078,41
King,Lake Jeane,L65543-1,10,06/05/2016,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_16_073,41
King,Lake Jeane,L65543-1,10,06/05/2016,Microcystin,0.282,0.200,No,Yes,,JEANKING041_16_073,41
King,Lake Jeane,L64184-11,10,11/08/2015,Microcystin,0.226,0.160,No,Yes,,JEANKING041_15_512,41
King,Lake Jeane,L64050-1,10,10/23/2015,Microcystin,2180.000,0.160,Yes,Yes,,JEANKING041_15_488,41
King,Lake Jeane,L63909-2,10,10/05/2015,Microcystin,196.000,0.160,Yes,Yes,,JEANKING041_15_437,41
King,Lake Jeane,L63909-3,10,10/05/2015,Microcystin,0.190,0.160,No,No,,JEANKING041_15_437,41
King,Lake Jeane,L63907-1,10,10/02/2015,Microcystin,2.650,0.160,No,Yes,,JEANKING041_15_434,41
King,Lake Jeane,L63823-9,10,09/21/2015,Microcystin,363.000,0.160,Yes,Yes,,JEANKING041-15_411,41
King,Lake Jeane,L63778-4,10,09/17/2015,Microcystin,0.464,0.160,No,No,,JEANKING041_15_395,41
King,Lake Jeane,L63747-2,10,09/10/2015,Microcystin,2073.000,0.160,Yes,No,,JEANKING041_15_368,41
King,Lake Jeane,L63667-1,10,09/01/2015,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_15_349,41
King,Lake Jeane,L63667-1,10,09/01/2015,Microcystin,6.900,0.160,No,Yes,,JEANKING041_15_349,41
King,Lake Jeane,L63578-1,10,08/23/2015,Microcystin,51.900,0.160,Yes,No,,JEANKING041_15_322,41
King,Lake Jeane,L63505-1,10,08/12/2015,Microcystin,15.800,0.160,Yes,Yes,,JEANKING041_15_284,41
King,Lake Jeane,L63478-1,10,08/10/2015,Microcystin,19.800,0.160,Yes,No,,JEANKING041_15_275,41
King,Lake Jeane,L63443-1,10,08/04/2015,Microcystin,584.000,0.160,Yes,Yes,,JEANKING041_15_261,41
King,Lake Jeane,L63344-3,10,07/27/2015,Microcystin,28.100,0.160,Yes,Yes,,JEANKING041_15_230,41
King,Lake Jeane,L63344-2,10,07/27/2015,Microcystin,476.000,0.160,Yes,Yes,,JEANKING041_15_228,41
King,Lake Jeane,L63344-1,10,07/27/2015,Microcystin,177.000,0.160,Yes,Yes,,JEANKING041_15_227,41
King,Lake Jeane,L63303-2,10,07/20/2015,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_15_204,41
King,Lake Jeane,L63303-1,10,07/20/2015,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_15_203,41
King,Lake Jeane,L63303-3,10,07/20/2015,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING041_15_205,41
King,Lake Jeane,L63303-3,10,07/20/2015,Cylindrospermopsin,<MDL,0.100,No,Yes,,JEANKING041_15_205,41
King,Lake Jeane,L63303-1,10,07/20/2015,Cylindrospermopsin,<MDL,0.100,No,Yes,,JEANKING041_15_203,41
King,Lake Jeane,L63303-2,10,07/20/2015,Cylindrospermopsin,<MDL,0.100,No,Yes,,JEANKING041_15_204,41
King,Lake Jeane,L63303-2,10,07/20/2015,Microcystin,12.200,0.160,Yes,Yes,,JEANKING041_15_204,41
King,Lake Jeane,L63303-1,10,07/20/2015,Microcystin,<MDL,0.160,No,Yes,,JEANKING041_15_203,41
King,Lake Jeane,L63303-3,10,07/20/2015,Microcystin,10.700,0.160,Yes,Yes,,JEANKING041_15_205,41
King,Lake Jeane,L63303-3,10,07/20/2015,Saxitoxin,<MDL,0.020,No,Yes,,JEANKING041_15_205,41
King,Lake Jeane,L63303-1,10,07/20/2015,Saxitoxin,<MDL,0.020,No,Yes,,JEANKING041_15_203,41
King,Lake Jeane,L63303-2,10,07/20/2015,Saxitoxin,<MDL,0.020,No,Yes,,JEANKING041_15_204,41
King,Lake Jeane,L63064-1,10,06/17/2015,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041-15_147,41
King,Lake Jeane,L63064-2,10,06/17/2015,Anatoxin-a,<MDL,0.010,No,No,,JEANKING041-15_148,41
King,Lake Jeane,L63064-2,10,06/17/2015,Microcystin,0.194,0.160,No,No,,JEANKING041-15_148,41
King,Lake Jeane,L63064-1,10,06/17/2015,Microcystin,0.326,0.160,No,No,,JEANKING041-15_147,41
King,Lake Jeane,L61377-3,10,10/06/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_282,41
King,Lake Jeane,L61377-4,10,10/06/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_283,41
King,Lake Jeane,L61377-3,10,10/06/2014,Microcystin,3.260,0.160,No,Yes,,JEANKING14_282,41
King,Lake Jeane,L61377-4,10,10/06/2014,microcystin,24.800,0.160,Yes,Yes,,JEANKING14_283,41
King,Lake Jeane,L61033-4,10,08/25/2014,Microcystin,7.390,0.160,No,Yes,,JEANKING14_173,41
King,Lake Jeane,L61033-5,10,08/25/2014,Microcystin,4.110,0.160,No,Yes,,JEANKING14_176,41
King,Lake Jeane,L60968-4,10,08/18/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_149,41
King,Lake Jeane,L60968-5,10,08/18/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_149,41
King,Lake Jeane,L60968-5,10,08/18/2014,Microcystin,1530.000,0.160,Yes,Yes,,JEANKING14_149,41
King,Lake Jeane,L60968-4,10,08/18/2014,Microcystin,14.100,0.160,Yes,Yes,,JEANKING14_149,41
King,Lake Jeane,L60844-3,10,08/04/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_125,41
King,Lake Jeane,L60844-3,10,08/04/2014,Microcystin,15.600,0.160,Yes,Yes,,JEANKING14_125,41
King,Lake Jeane,L60752-2,10,07/21/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_100,41
King,Lake Jeane,L60752-1,10,07/21/2014,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING14_099,41
King,Lake Jeane,L60752-1,10,07/21/2014,Microcystin,4.750,0.160,No,Yes,,JEANKING14_099,41
King,Lake Jeane,L60752-2,10,07/21/2014,Microcystin,9.410,0.160,Yes,Yes,,JEANKING14_100,41
King,Lake Jeane,L59052-1,10,10/24/2013,Anatoxin-a,<MDL,0.010,No,No,,JEANKING13_231,41
King,Lake Jeane,L59052-1,10,10/24/2013,Microcystin,<MDL,0.160,No,No,,JEANKING13_231,41
King,Lake Jeane,L58942-1,10,10/10/2013,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING13_195,41
King,Lake Jeane,L58942-1,10,10/10/2013,Microcystin,<MDL,0.160,No,Yes,,JEANKING13_195,41
King,Lake Jeane,L58888-1,10,10/03/2013,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING13_164,41
King,Lake Jeane,L58888-1,10,10/03/2013,Microcystin,<MDL,0.160,No,Yes,,JEANKING13_164,41
King,Lake Jeane,L58832-1,10,09/26/2013,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING13_158,41
King,Lake Jeane,L58832-1,10,09/26/2013,Microcystin,<MDL,0.160,No,Yes,,JEANKING13_158,41
King,Lake Jeane,L58794-2,10,09/19/2013,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING13_144,41
King,Lake Jeane,L58794-2,10,09/19/2013,Microcystin,1.040,0.160,No,Yes,,JEANKING13_144,41
King,Lake Jeane,L58739-1,10,09/12/2013,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING13_124,41
King,Lake Jeane,L58739-1,10,09/12/2013,Microcystin,<MDL,0.160,No,Yes,,JEANKING13_124,41
King,Lake Jeane,L58670-1,10,09/05/2013,Anatoxin-a,<MDL,0.010,No,Yes,,JEANKING13_102,41
King,Lake Jeane,L58670-1,10,09/05/2013,Microcystin,<MDL,0.160,No,Yes,,JEANKING13_102,41
King,Lake Jeane,L56291-1,10,08/10/2012,Anatoxin-a,0.020,0.019,No,Yes,,,41
King,Lake Jeane,L56291-1,10,08/10/2012,Microcystin,0.104,0.050,No,Yes,,,41
King,Lake Jeane,L56256-1,10,08/03/2012,Anatoxin-a,<MDL,0.019,No,Yes,,,41
King,Lake Jeane,L56256-1,10,08/03/2012,Microcystin,<MDL,0.050,No,Yes,,,41
King,Lake Jeane,L54290-1,10,09/28/2011,Anatoxin-a,<MDL,0.019,No,Yes,,,41
King,Lake Jeane,L54290-1,10,09/28/2011,Microcystin,0.104,0.050,No,Yes,,,41
King,Lake Jeane,L54209-1,10,09/21/2011,Anatoxin-a,<MDL,0.019,No,Yes,,,41
King,Lake Jeane,L54209-1,10,09/21/2011,Microcystin,0.324,0.050,No,Yes,,,41
King,Lake Jeane,L54152-1,10,09/13/2011,Anatoxin-a,<MDL,0.019,No,No,,,41
King,Lake Jeane,L54152-1,10,09/13/2011,Microcystin,100.000,0.050,Yes,No,,,41
King,Lake Jeane,L54094-1,10,09/06/2011,Anatoxin-a,<MDL,0.019,No,Yes,,,41
King,Lake Jeane,L54094-1,10,09/06/2011,Microcystin,87.500,0.050,Yes,Yes,,,41
King,Lake Jeane,L54049-1,10,08/30/2011,Anatoxin-a,<MDL,0.019,No,Yes,,,41
King,Lake Jeane,L54049-1,10,08/30/2011,Microcystin,8.270,0.050,Yes,Yes,,,41
King,Joe's Creek,L66172-3,10,09/14/2016,Anatoxin-a,<MDL,0.010,No,No,,JOESKING242_16_214,242
King,Joe's Creek,L66172-3,10,09/14/2016,Microcystin,4.000,0.160,No,No,,JOESKING242_16_214,242
King,Joe's Creek,L66036-2,10,08/24/2016,Anatoxin-a,<MDL,0.010,No,No,,JOE'KING242_16_173,242
King,Joe's Creek,L66036-2,10,08/24/2016,Microcystin,23.100,0.200,Yes,No,,JOE'KING242_16_173,242
King,Joe's Creek,L65913-2,10,08/08/2016,Anatoxin-a,<MDL,0.010,No,Yes,,JOE'KING242_16_139,242
King,Joe's Creek,L65913-2,10,08/08/2016,Microcystin,11.700,0.200,Yes,Yes,,JOE'KING242_16_139,242
King,Joe's Creek,L65848-1,10,07/28/2016,Anatoxin-a,<MDL,0.010,No,Yes,,JOESKING242_16_119,242
King,Joe's Creek,L65848-1,10,07/28/2016,Microcystin,168.000,0.200,Yes,Yes,,JOESKING242_16_119,242
King,Joe's Creek,L65778-1,10,07/15/2016,Anatoxin-a,<MDL,0.010,No,Yes,,JOE'KING242_16_096,242
King,Joe's Creek,L65778-1,10,07/15/2016,Microcystin,18.900,0.200,Yes,Yes,,JOE'KING242_16_096,242
King,Joe's Creek,L63958-2,10,10/12/2015,Anatoxin-a,<MDL,0.010,No,Yes,,JOESKING242_15_459,242
King,Joe's Creek,L63958-1,10,10/12/2015,Anatoxin-a,<MDL,0.010,No,Yes,,JOESKING242_15_458,242
King,Joe's Creek,L63958-1,10,10/12/2015,Microcystin,0.489,0.160,No,Yes,,JOESKING242_15_458,242
King,Joe's Creek,L63958-2,10,10/12/2015,Microcystin,<MDL,0.160,No,Yes,,JOESKING242_15_459,242
King,Joe's Creek,L63763-6,10,09/14/2015,Anatoxin-a,<MDL,0.010,No,No,,JOE'KING242_15_381,242
King,Joe's Creek,L63763-4,10,09/14/2015,Anatoxin-a,<MDL,0.010,No,No,,JOE'KING242_15_379,242
King,Joe's Creek,L63763-6,10,09/14/2015,Microcystin,<MDL,0.160,No,No,,JOE'KING242_15_381,242
King,Joe's Creek,L63763-4,10,09/14/2015,Microcystin,0.694,0.160,No,No,,JOE'KING242_15_379,242
King,Joe's Creek,L63559-1,10,08/20/2015,Microcystin,1.030,0.160,No,No,,JOE'KING242_15_309,242
King,Joe's Creek,L63559-2,10,08/20/2015,Microcystin,<MDL,0.160,No,No,,JOE'KING242_15_310,242
King,Joe's Creek,L63505-2,10,08/12/2015,Anatoxin-a,<MDL,0.010,No,No,,JOE'KING242_15_285,242
King,Joe's Creek,L63505-3,10,08/12/2015,Anatoxin-a,<MDL,0.010,No,No,,JOE'KING242_15_286,242
King,Joe's Creek,L63505-2,10,08/12/2015,Microcystin,5.090,0.160,No,No,,JOE'KING242_15_285,242
King,Joe's Creek,L63505-3,10,08/12/2015,Microcystin,0.289,0.160,No,No,,JOE'KING242_15_286,242
King,Joe's Creek,L63455-2,10,08/04/2015,Anatoxin-a,<MDL,0.010,No,No,,JOE_KING242_15_264,242
King,Joe's Creek,L63455-1,10,08/04/2015,Anatoxin-a,<MDL,0.010,No,No,,JOE_KING242_15_263,242
King,Joe's Creek,L63455-1,10,08/04/2015,Microcystin,0.893,0.160,No,No,,JOE_KING242_15_263,242
King,Joe's Creek,L63455-2,10,08/04/2015,Microcystin,<MDL,0.160,No,No,,JOE_KING242_15_264,242
King,Joe's Creek,L63344-4,10,07/28/2015,Anatoxin-a,<MDL,0.010,No,No,,JOESKING242_15_232,242
King,Joe's Creek,L63344-5,10,07/28/2015,Anatoxin-a,<MDL,0.010,No,No,,JOESKING242_15_233,242
King,Joe's Creek,L63344-5,10,07/28/2015,Microcystin,<MDL,0.160,No,No,,JOESKING242_15_233,242
King,Joe's Creek,L63344-4,10,07/28/2015,Microcystin,2.680,0.160,No,No,,JOESKING242_15_232,242
King,Joe's Creek,L61127-1,10,09/08/2014,Microcystin,1.290,0.160,No,Yes,,JOESKING14_221,242
King,Lake Joy,L72409-1,7,05/19/2019,Anatoxin-a,0.013,0.010,No,No,,JOYXKING333_19_027,333
King,Lake Joy,L72409-1,7,05/19/2019,Cylindrospermopsin,0.533,0.025,No,No,,JOYXKING333_19_027,333
King,Lake Joy,L72409-1,7,05/19/2019,Microcystin,0.151,0.150,No,No,,JOYXKING333_19_027,333
King,Lake Joy,L72409-1,7,05/19/2019,Saxitoxin,<MDL,0.020,No,No,,JOYXKING333_19_027,333
King,Lake Kathleen,L70336-2,8,06/17/2018,Anatoxin-a,0.107,0.010,No,Yes,,KATHKING263_18_064,263
King,Lake Kathleen,L70336-2,8,06/17/2018,Microcystin,0.295,0.150,No,Yes,,KATHKING263_18_064,263
King,Lake Kathleen,L70210-2,8,06/03/2018,Anatoxin-a,0.143,0.010,No,No,,KATHKING263_18_054,263
King,Lake Kathleen,L70210-2,8,06/03/2018,Microcystin,0.261,0.150,No,No,,KATHKING263_18_054,263
King,Lake Kathleen,L70210-2,8,06/03/2018,Saxitoxin,<MDL,0.020,No,No,,KATHKING263_18_054,263
King,Lake Kathleen,L68825-3,8,10/16/2017,Anatoxin-a,<MDL,0.010,No,No,,KATHKING263_17_300,263
King,Lake Kathleen,L68825-3,8,10/16/2017,Microcystin,0.150,0.150,No,No,,KATHKING263_17_300,263
King,Lake Kathleen,L63295-1,8,07/20/2015,Anatoxin-a,<MDL,0.010,No,Yes,,KATHKING263_15_202,263
King,Lake Kathleen,L63295-1,8,07/20/2015,Microcystin,<MDL,0.160,No,Yes,,KATHKING263_15_202,263
King,Lake Kathleen,L63235-2,8,07/12/2015,Microcystin,<MDL,0.160,No,No,,KATHKING263_15_192,263
King,Lake Killarney,L70039-4,10,05/07/2018,Anatoxin-a,<MDL,0.010,No,Yes,,KILLKING295_18_023,295
King,Lake Killarney,L70039-4,10,05/07/2018,Cylindrospermopsin,<MDL,0.025,No,Yes,,KILLKING295_18_023,295
King,Lake Killarney,L70039-4,10,05/07/2018,Microcystin,2.170,0.150,No,Yes,,KILLKING295_18_023,295
King,Lake Killarney,L70039-4,10,05/07/2018,Saxitoxin,<MDL,0.020,No,Yes,,KILLKING295_18_023,295
King,Lake Killarney,L67972-1,10,06/07/2017,Anatoxin-a,<MDL,0.010,No,No,,KILLKING000_17_089,295
King,Lake Killarney,L67972-1,10,06/07/2017,Microcystin,<MDL,0.150,No,No,,KILLKING000_17_089,295
King,Kennydale Beach,L81720-21,8,05/30/2023,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L81720-21,8,05/30/2023,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80391-7,8,10/24/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80391-7,8,10/24/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80350-7,8,10/17/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80350-7,8,10/17/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80295-7,8,10/11/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80295-7,8,10/11/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80237-7,8,10/03/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80237-7,8,10/03/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80173-7,8,09/26/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80173-7,8,09/26/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80146-21,8,09/19/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80146-21,8,09/19/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80104-21,8,09/12/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80104-21,8,09/12/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80082-21,8,09/06/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80082-21,8,09/06/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80017-21,8,08/29/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80017-26,8,08/29/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L80017-26,8,08/29/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L80017-21,8,08/29/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L79963-26,8,08/22/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L79963-21,8,08/22/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L79963-21,8,08/22/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L79963-26,8,08/22/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L79873-21,8,08/15/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L79873-21,8,08/15/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L79805-21,8,08/08/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
King,Kennydale Beach,L79805-21,8,08/08/2022,Microcystin,<MDL,0.150,No,No,,,218
King,Kennydale Beach,L79762-21,8,08/01/2022,Anatoxin-a,<MDL,0.165,No,No,,,218
